0	0
1	0
2	5
3	17
4	12
5	21
6	28
7	43
8	37
9	52
10	94
11	261
12	324
13	139
14	145
15	181
16	213
17	219
18	233
19	301
20	351
21	333
22	306
23	241
24	337
25	471
26	644
27	1065
28	1863
29	2333
30	2547
31	2450
32	2467
33	3191
34	2642
35	1890
36	1621
37	1790
38	2108
39	1923
40	1867
41	1766
42	1448
43	1887
44	2362
45	2432
46	2176
47	2166
48	2207
49	2422
50	2705
51	2643
52	2412
53	2248
54	2058
55	1802
56	1459
57	1376
58	1184
59	975
60	940
61	845
62	888
63	818
64	857
65	799
66	805
67	815
68	903
69	813
70	746
71	750
72	718
73	654
74	644
75	619
76	626
77	581
78	626
79	600
80	606
81	564
82	536
83	548
84	511
85	534
86	556
87	514
88	514
89	504
90	484
91	475
92	598
93	492
94	536
95	538
96	638
97	678
98	548
99	577
100	547
101	545
102	575
103	590
104	588
105	612
106	618
107	654
108	641
109	690
110	726
111	750
112	746
113	698
114	764
115	771
116	863
117	977
118	976
119	1102
120	1157
121	1191
122	1284
123	1349
124	1529
125	1581
126	1734
127	1850
128	2121
129	2206
130	2633
131	2743
132	2796
133	2729
134	2698
135	2701
136	2738
137	2769
138	2844
139	2683
140	2695
141	2860
142	2990
143	3108
144	3002
145	3065
146	3255
147	3295
148	3170
149	3449
150	3455
151	3512
152	3440
153	3311
154	3507
155	3380
156	3283
157	3423
158	3330
159	3403
160	3416
161	3559
162	3523
163	3588
164	2843
165	2425
166	726
167	650
168	727
169	681
170	733
171	793
172	708
173	735
174	718
175	702
176	680
177	661
178	673
179	619
180	618
181	567
182	570
183	583
184	505
185	572
186	544
187	482
188	512
189	469
190	442
191	463
192	407
193	429
194	394
195	377
196	339
197	314
198	271
199	230
200	239
201	205
202	187
203	171
204	159
205	130
206	119
207	110
208	95
209	96
210	71
211	80
212	69
213	63
214	76
215	64
216	58
217	51
218	67
219	47
220	53
221	37
222	36
223	22
224	25
225	23
226	27
227	30
228	33
229	21
230	18
231	26
232	33
233	27
234	21
235	42
236	35
237	9
238	11
239	4
240	2
241	4
242	7
243	0
244	0
245	0
246	0
247	0
248	0
249	0
250	0
251	0
252	0
253	0
254	0
255	0
