0	54
1	95
2	117
3	125
4	127
5	128
6	128
7	128
8	128
9	129
10	129
11	129
12	129
13	130
14	130
15	130
16	130
17	131
18	131
19	131
20	131
21	131
22	132
23	132
24	132
25	133
26	133
27	133
28	134
29	134
30	134
31	135
32	135
33	135
34	135
35	136
36	136
37	136
38	137
39	137
40	137
41	137
42	137
43	138
44	138
45	138
46	139
47	139
48	139
49	140
50	140
51	140
52	140
53	140
54	141
55	141
56	141
57	142
58	142
59	142
60	142
61	142
62	143
63	143
64	143
65	144
66	144
67	145
68	145
69	145
70	145
71	146
72	146
73	146
74	146
75	146
76	146
77	147
78	147
79	147
80	148
81	148
82	148
83	149
84	149
85	149
86	149
87	150
88	150
89	150
90	150
91	151
92	151
93	151
94	151
95	152
96	152
97	152
98	152
99	152
100	153
101	153
102	153
103	153
104	153
105	154
106	154
107	155
108	155
109	155
110	155
111	155
112	155
113	155
114	155
115	155
116	156
117	156
118	156
119	156
120	156
121	157
122	157
123	157
124	157
125	157
126	158
127	158
128	158
129	158
130	158
131	158
132	159
133	159
134	159
135	159
136	160
137	160
138	160
139	160
140	160
141	160
142	160
143	160
144	160
145	160
146	160
147	160
148	160
149	161
150	161
151	161
152	161
153	161
154	161
155	161
156	161
157	162
158	162
159	161
160	161
161	161
162	161
163	161
164	161
165	161
166	161
167	161
168	161
169	161
170	161
171	161
172	160
173	160
174	160
175	159
176	159
177	159
178	159
179	159
180	159
181	161
182	166
183	172
184	179
185	183
186	186
187	188
188	190
189	193
190	194
191	191
192	186
193	179
194	174
195	171
196	171
197	170
198	167
199	161
200	152
201	142
202	134
203	131
204	132
205	137
206	142
207	146
208	148
209	151
210	156
211	161
212	165
213	167
214	168
215	168
216	168
217	168
218	169
219	169
220	169
221	169
222	168
223	165
224	159
225	151
226	139
227	128
228	119
229	114
230	111
231	108
232	103
233	98
234	92
235	87
236	86
237	90
238	97
239	106
240	113
241	117
242	118
243	118
244	116
245	115
246	114
247	113
248	112
249	111
250	111
251	110
252	109
253	109
254	110
255	112
256	117
257	122
258	126
259	127
260	127
261	127
262	130
263	135
264	141
265	145
266	148
267	149
268	150
269	153
270	158
271	167
272	176
273	182
274	184
275	181
276	176
277	172
278	171
279	173
280	177
281	179
282	176
283	164
284	142
285	116
286	94
287	86
288	92
289	109
290	130
291	146
292	154
293	152
294	147
295	145
296	149
297	157
298	166
299	171
300	175
301	177
302	180
303	184
304	187
305	189
306	191
307	194
308	197
309	200
310	203
311	203
312	199
313	192
314	184
315	178
316	176
317	174
318	173
319	170
320	168
321	170
322	176
323	183
324	188
325	190
326	189
327	186
328	182
329	179
330	174
331	170
332	167
333	165
334	164
335	162
336	155
337	144
338	130
339	117
340	106
341	99
342	97
343	99
344	104
345	110
346	115
347	120
348	124
349	126
350	125
351	117
352	101
353	81
354	63
355	51
356	46
357	45
358	46
359	46
360	46
361	47
362	48
363	50
364	51
365	53
366	54
367	55
368	56
369	56
370	57
371	57
372	58
373	58
374	58
375	59
376	58
377	58
378	58
379	58
380	58
381	58
382	59
383	58
384	58
385	57
386	57
387	56
388	57
389	57
390	57
391	57
392	56
393	56
394	56
395	57
396	57
397	57
398	57
399	57
400	56
401	56
402	55
403	54
404	54
405	53
406	52
407	52
408	52
409	52
410	51
411	50
412	49
413	48
414	48
415	48
416	48
417	48
418	48
419	48
420	48
421	48
422	48
423	47
424	46
425	45
426	45
427	45
428	45
429	46
430	45
431	45
432	44
433	43
434	42
435	42
436	42
437	43
438	43
439	43
440	43
441	43
442	43
443	43
444	42
445	42
446	41
447	41
448	41
449	40
450	40
451	39
452	39
453	38
454	38
455	38
456	38
457	38
458	38
459	38
460	38
461	38
462	37
463	37
464	37
465	37
466	37
467	36
468	35
469	34
470	34
471	34
472	34
473	34
474	34
475	34
476	34
477	34
478	34
479	34
480	33
481	33
482	32
483	32
484	32
485	31
486	31
487	31
488	31
489	31
490	31
491	31
492	30
493	30
494	30
495	30
496	29
497	29
498	29
499	29
500	29
501	30
502	30
503	30
504	30
505	30
506	31
507	31
508	30
509	28
510	22
511	12
