0	778
1	12
2	4
3	50
4	7
5	19
6	7
7	28
8	43
9	5
10	39
11	5
12	45
13	8
14	46
15	28
16	40
17	23
18	32
19	50
20	10
21	53
22	51
23	59
24	26
25	43
26	99
27	6
28	79
29	37
30	81
31	19
32	40
33	68
34	15
35	54
36	33
37	32
38	18
39	26
40	29
41	15
42	24
43	17
44	9
45	15
46	20
47	21
48	16
49	18
50	23
51	15
52	15
53	26
54	15
55	19
56	28
57	23
58	21
59	31
60	29
61	35
62	28
63	38
64	16
65	20
66	34
67	30
68	38
69	30
70	29
71	38
72	41
73	42
74	40
75	38
76	50
77	39
78	48
79	54
80	37
81	40
82	59
83	65
84	67
85	66
86	57
87	60
88	85
89	87
90	85
91	82
92	84
93	91
94	84
95	165
96	98
97	3967
98	74
99	27
100	25
101	41
102	23
103	30
104	21
105	36
106	29
107	41
108	30
109	43
110	35
111	38
112	42
113	41
114	40
115	61
116	57
117	66
118	67
119	66
120	83
121	56
122	73
123	79
124	84
125	331
126	178
127	3765
128	11
129	10
130	14
131	9
132	10
133	21
134	12
135	11
136	8
137	2
138	20
139	18
140	19
141	8
142	16
143	24
144	18
145	20
146	10
147	21
148	17
149	27
150	23
151	20
152	17
153	18
154	24
155	27
156	29
157	29
158	26
159	25
160	24
161	22
162	28
163	56
164	34
165	39
166	43
167	25
168	41
169	34
170	47
171	46
172	71
173	60
174	39
175	33
176	41
177	47
178	118
179	90
180	86
181	57
182	77
183	11
184	3755
185	0
186	0
187	0
188	0
189	0
190	0
191	0
192	0
193	0
194	0
195	0
196	0
197	0
198	0
199	0
200	0
201	0
202	0
203	0
204	0
205	0
206	0
207	0
208	0
209	0
210	0
211	0
212	0
213	0
214	0
215	0
216	0
217	0
218	0
219	0
220	0
221	0
222	0
223	0
224	0
225	0
226	0
227	0
228	0
229	0
230	0
231	0
232	0
233	0
234	0
235	0
236	0
237	0
238	0
239	0
240	0
241	0
242	0
243	0
244	0
245	0
246	0
247	0
248	0
249	0
250	0
251	0
252	0
253	0
254	0
255	0
